"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Age Group","C03788V04538","NUTS 3 Region","C02199V02655","Sex","UNIT","VALUE"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","15157"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","7590"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","7567"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","26620"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","13445"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","13175"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","23349"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","11753"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","11596"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","37159"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","18437"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","18722"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","25909"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","12798"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","13111"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","IE0","Ireland","-","Both sexes","Number","244141"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","IE0","Ireland","1","Male","Number","120061"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","IE0","Ireland","2","Female","Number","124080"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","19302"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","9671"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","9631"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","51749"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","24120"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","27629"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","27764"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","13558"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","14206"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","12662"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","6345"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","6317"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","23035"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","11456"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","11579"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","20002"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","9830"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","10172"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","32066"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","15876"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","16190"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","22093"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","10986"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","11107"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","IE0","Ireland","-","Both sexes","Number","208673"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","IE0","Ireland","1","Male","Number","101842"
"PEA26C01","Persons","2023","2023","580","70 - 74 years","IE0","Ireland","2","Female","Number","106831"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","14874"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","7328"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","7546"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","39690"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","18150"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","21540"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","21381"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","10306"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","11075"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","9621"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","4622"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","4999"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","17688"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","8463"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","9225"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","15636"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","7657"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","7979"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","24950"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","12136"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","12814"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","16718"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","8337"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","8381"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","IE0","Ireland","-","Both sexes","Number","160558"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","IE0","Ireland","1","Male","Number","76999"
"PEA26C01","Persons","2023","2023","595","75 - 79 years","IE0","Ireland","2","Female","Number","83559"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","9164"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","4423"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","4741"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","26237"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","11214"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","15023"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","12415"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","5732"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","6683"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","5745"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","2634"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","3111"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","10854"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","4980"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","5874"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","9744"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","4640"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","5104"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","15315"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","6829"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","8486"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","10635"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","4975"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","5660"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","IE0","Ireland","-","Both sexes","Number","100109"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","IE0","Ireland","1","Male","Number","45427"
"PEA26C01","Persons","2023","2023","610","80 - 84 years","IE0","Ireland","2","Female","Number","54682"
"PEA26C01","Persons","2023","2023","630","85 years and over","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","7939"
"PEA26C01","Persons","2023","2023","630","85 years and over","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","3082"
"PEA26C01","Persons","2023","2023","630","85 years and over","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","4857"
"PEA26C01","Persons","2023","2023","630","85 years and over","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","24171"
"PEA26C01","Persons","2023","2023","630","85 years and over","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","8662"
"PEA26C01","Persons","2023","2023","630","85 years and over","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","15509"
"PEA26C01","Persons","2023","2023","630","85 years and over","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","9765"
"PEA26C01","Persons","2023","2023","630","85 years and over","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","3757"
"PEA26C01","Persons","2023","2023","630","85 years and over","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","6008"
"PEA26C01","Persons","2023","2023","630","85 years and over","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","4985"
"PEA26C01","Persons","2023","2023","630","85 years and over","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","2000"
"PEA26C01","Persons","2023","2023","630","85 years and over","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","2985"
"PEA26C01","Persons","2023","2023","630","85 years and over","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","9062"
"PEA26C01","Persons","2023","2023","630","85 years and over","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","3516"
"PEA26C01","Persons","2023","2023","630","85 years and over","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","5546"
"PEA26C01","Persons","2023","2023","630","85 years and over","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","8202"
"PEA26C01","Persons","2023","2023","630","85 years and over","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","3171"
"PEA26C01","Persons","2023","2023","630","85 years and over","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","5031"
"PEA26C01","Persons","2023","2023","630","85 years and over","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","13363"
"PEA26C01","Persons","2023","2023","630","85 years and over","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","5223"
"PEA26C01","Persons","2023","2023","630","85 years and over","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","8140"
"PEA26C01","Persons","2023","2023","630","85 years and over","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","9547"
"PEA26C01","Persons","2023","2023","630","85 years and over","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","3666"
"PEA26C01","Persons","2023","2023","630","85 years and over","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","5881"
"PEA26C01","Persons","2023","2023","630","85 years and over","IE0","Ireland","-","Both sexes","Number","87034"
"PEA26C01","Persons","2023","2023","630","85 years and over","IE0","Ireland","1","Male","Number","33077"
"PEA26C01","Persons","2023","2023","630","85 years and over","IE0","Ireland","2","Female","Number","53957"
"PEA26C01","Persons","2024","2024","-","All ages","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","441644"
"PEA26C01","Persons","2024","2024","-","All ages","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","219762"
"PEA26C01","Persons","2024","2024","-","All ages","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","221882"
"PEA26C01","Persons","2024","2024","-","All ages","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","1519751"
"PEA26C01","Persons","2024","2024","-","All ages","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","745562"
"PEA26C01","Persons","2024","2024","-","All ages","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","774189"
"PEA26C01","Persons","2024","2024","-","All ages","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","782429"
"PEA26C01","Persons","2024","2024","-","All ages","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","389095"
"PEA26C01","Persons","2024","2024","-","All ages","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","393334"
"PEA26C01","Persons","2024","2024","-","All ages","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","331530"
"PEA26C01","Persons","2024","2024","-","All ages","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","164458"
"PEA26C01","Persons","2024","2024","-","All ages","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","167072"
"PEA26C01","Persons","2024","2024","-","All ages","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","529583"
"PEA26C01","Persons","2024","2024","-","All ages","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","260831"
"PEA26C01","Persons","2024","2024","-","All ages","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","268752"
"PEA26C01","Persons","2024","2024","-","All ages","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","473064"
"PEA26C01","Persons","2024","2024","-","All ages","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","234200"
"PEA26C01","Persons","2024","2024","-","All ages","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","238864"
"PEA26C01","Persons","2024","2024","-","All ages","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","769764"
"PEA26C01","Persons","2024","2024","-","All ages","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","379627"
"PEA26C01","Persons","2024","2024","-","All ages","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","390137"
"PEA26C01","Persons","2024","2024","-","All ages","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","503916"
"PEA26C01","Persons","2024","2024","-","All ages","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","249840"
"PEA26C01","Persons","2024","2024","-","All ages","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","254076"
"PEA26C01","Persons","2024","2024","-","All ages","IE0","Ireland","-","Both sexes","Number","5351681"
"PEA26C01","Persons","2024","2024","-","All ages","IE0","Ireland","1","Male","Number","2643375"
"PEA26C01","Persons","2024","2024","-","All ages","IE0","Ireland","2","Female","Number","2708306"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","25903"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","13116"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","12787"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","84269"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","42950"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","41319"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","45362"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","23320"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","22042"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","18054"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","9239"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","8815"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","27931"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","14166"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","13765"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","24918"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","12543"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","12375"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","39506"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","19988"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","19518"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","27688"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","13938"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","13750"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","IE0","Ireland","-","Both sexes","Number","293631"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","IE0","Ireland","1","Male","Number","149260"
"PEA26C01","Persons","2024","2024","205","0 - 4 years","IE0","Ireland","2","Female","Number","144371"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","30235"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","15410"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","14825"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","92178"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","47245"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","44933"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","52790"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","27271"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","25519"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","21832"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","11206"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","10626"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","32587"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","16505"
"PEA26C01","Persons","2024","2024","245","5 - 9 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","16082"
